id,Rings
91186,11.0
91187,11.0
91188,11.0
91189,11.0
91190,10.0
91191,10.0
91192,11.0
91193,10.0
91194,10.0
91195,10.0
91196,10.0
91197,10.0
91198,10.0
91199,10.0
91200,11.0
91201,11.0
91202,11.0
91203,10.0
91204,10.0
91205,12.0
91206,11.0
91207,11.0
91208,11.0
91209,11.0
91210,10.0
91211,11.0
91212,11.0
91213,10.0
91214,12.0
91215,10.0
91216,10.0
91217,10.0
91218,11.0
91219,11.0
91220,11.0
91221,10.0
91222,11.0
91223,11.0
91224,11.0
91225,11.0
91226,11.0
91227,10.0
91228,11.0
91229,11.0
91230,11.0
91231,11.0
91232,10.0
91233,11.0
91234,10.0
91235,11.0
91236,11.0
91237,10.0
91238,10.0
91239,10.0
91240,10.0
91241,11.0
91242,11.0
91243,11.0
91244,11.0
91245,11.0
91246,10.0
91247,10.0
91248,11.0
91249,11.0
91250,10.0
91251,11.0
91252,11.0
91253,10.0
91254,10.0
91255,11.0
91256,11.0
91257,10.0
91258,10.0
91259,11.0
91260,11.0
91261,10.0
91262,11.0
91263,10.0
91264,11.0
91265,10.0
91266,11.0
91267,10.0
91268,10.0
91269,11.0
91270,12.0
91271,10.0
91272,11.0
91273,11.0
91274,11.0
91275,11.0
91276,11.0
91277,11.0
91278,11.0
91279,10.0
91280,11.0
91281,10.0
91282,11.0
91283,11.0
91284,11.0
91285,11.0
91286,10.0
91287,11.0
91288,11.0
91289,11.0
91290,10.0
91291,10.0
91292,13.0
91293,11.0
91294,11.0
91295,11.0
91296,10.0
91297,11.0
91298,11.0
91299,10.0
91300,10.0
91301,11.0
91302,11.0
91303,11.0
91304,11.0
91305,11.0
91306,10.0
91307,10.0
91308,11.0
91309,11.0
91310,11.0
91311,10.0
91312,11.0
91313,11.0
91314,10.0
91315,11.0
91316,10.0
91317,11.0
91318,10.0
91319,10.0
91320,10.0
91321,10.0
91322,10.0
91323,11.0
91324,10.0
91325,10.0
91326,11.0
91327,11.0
91328,11.0
91329,11.0
91330,11.0
91331,11.0
91332,11.0
91333,10.0
91334,11.0
91335,10.0
91336,11.0
91337,11.0
91338,11.0
91339,11.0
91340,10.0
91341,10.0
91342,11.0
91343,10.0
91344,10.0
91345,10.0
91346,10.0
91347,11.0
91348,10.0
91349,11.0
91350,10.0
91351,11.0
91352,11.0
91353,11.0
91354,10.0
91355,10.0
91356,11.0
91357,11.0
91358,12.0
91359,10.0
91360,10.0
91361,10.0
91362,10.0
91363,11.0
91364,10.0
91365,10.0
91366,11.0
91367,11.0
91368,10.0
91369,11.0
91370,11.0
91371,10.0
91372,10.0
91373,11.0
91374,10.0
91375,11.0
91376,11.0
91377,11.0
91378,11.0
91379,10.0
91380,11.0
91381,11.0
91382,10.0
91383,10.0
91384,10.0
91385,11.0
91386,11.0
91387,11.0
91388,11.0
91389,10.0
91390,10.0
91391,10.0
91392,11.0
91393,11.0
91394,11.0
91395,11.0
91396,11.0
91397,11.0
91398,11.0
91399,10.0
91400,10.0
91401,11.0
91402,11.0
91403,10.0
91404,10.0
91405,11.0
91406,11.0
91407,10.0
91408,10.0
91409,11.0
91410,10.0
91411,11.0
91412,11.0
91413,11.0
91414,10.0
91415,11.0
91416,11.0
91417,11.0
91418,11.0
91419,11.0
91420,11.0
91421,11.0
91422,11.0
91423,12.0
91424,10.0
91425,11.0
91426,10.0
91427,11.0
91428,11.0
91429,10.0
91430,11.0
91431,10.0
91432,12.0
91433,10.0
91434,11.0
91435,11.0
91436,11.0
91437,11.0
91438,10.0
91439,11.0
91440,11.0
91441,10.0
91442,11.0
91443,11.0
91444,11.0
91445,10.0
91446,10.0
91447,12.0
91448,10.0
91449,11.0
91450,11.0
91451,11.0
91452,11.0
91453,10.0
91454,11.0
91455,12.0
91456,11.0
91457,10.0
91458,11.0
91459,11.0
91460,11.0
91461,11.0
91462,10.0
91463,11.0
91464,11.0
91465,11.0
91466,11.0
91467,12.0
91468,11.0
91469,11.0
91470,10.0
91471,11.0
91472,10.0
91473,11.0
91474,11.0
91475,11.0
91476,12.0
91477,10.0
91478,11.0
91479,10.0
91480,11.0
91481,11.0
91482,11.0
91483,10.0
91484,10.0
91485,11.0
91486,11.0
91487,11.0
91488,11.0
91489,12.0
91490,11.0
91491,10.0
91492,11.0
91493,10.0
91494,11.0
91495,10.0
91496,11.0
91497,10.0
91498,10.0
91499,10.0
91500,11.0
91501,11.0
91502,11.0
91503,11.0
91504,10.0
91505,10.0
91506,11.0
91507,11.0
91508,10.0
91509,11.0
91510,11.0
91511,11.0
91512,11.0
91513,10.0
91514,10.0
91515,11.0
91516,11.0
91517,10.0
91518,11.0
91519,10.0
91520,10.0
91521,11.0
91522,10.0
91523,11.0
91524,10.0
91525,11.0
91526,10.0
91527,10.0
91528,11.0
91529,10.0
91530,10.0
91531,11.0
91532,12.0
91533,11.0
91534,10.0
91535,11.0
91536,11.0
91537,11.0
91538,10.0
91539,10.0
91540,11.0
91541,10.0
91542,11.0
91543,12.0
91544,10.0
91545,10.0
91546,11.0
91547,10.0
91548,11.0
91549,10.0
91550,10.0
91551,10.0
91552,11.0
91553,11.0
91554,10.0
91555,10.0
91556,10.0
91557,11.0
91558,12.0
91559,10.0
91560,11.0
91561,11.0
91562,11.0
91563,10.0
91564,11.0
91565,11.0
91566,10.0
91567,11.0
91568,11.0
91569,10.0
91570,11.0
91571,10.0
91572,11.0
91573,10.0
91574,11.0
91575,10.0
91576,10.0
91577,11.0
91578,10.0
91579,11.0
91580,11.0
91581,11.0
91582,11.0
91583,11.0
91584,11.0
91585,11.0
91586,11.0
91587,10.0
91588,11.0
91589,10.0
91590,11.0
91591,10.0
91592,10.0
91593,10.0
91594,10.0
91595,10.0
91596,10.0
91597,11.0
91598,11.0
91599,11.0
91600,11.0
91601,10.0
91602,11.0
91603,10.0
91604,11.0
91605,11.0
91606,11.0
91607,10.0
91608,10.0
91609,11.0
91610,11.0
91611,11.0
91612,11.0
91613,11.0
91614,11.0
91615,11.0
91616,10.0
91617,10.0
91618,11.0
91619,11.0
91620,10.0
91621,11.0
91622,10.0
91623,12.0
91624,10.0
91625,10.0
91626,11.0
91627,11.0
91628,11.0
91629,11.0
91630,11.0
91631,10.0
91632,11.0
91633,11.0
91634,10.0
91635,10.0
91636,10.0
91637,11.0
91638,11.0
91639,11.0
91640,11.0
91641,10.0
91642,11.0
91643,10.0
91644,11.0
91645,10.0
91646,10.0
91647,11.0
91648,10.0
91649,11.0
91650,11.0
91651,10.0
91652,11.0
91653,10.0
91654,10.0
91655,11.0
91656,10.0
91657,10.0
91658,10.0
91659,11.0
91660,11.0
91661,11.0
91662,10.0
91663,10.0
91664,11.0
91665,11.0
91666,12.0
91667,10.0
91668,12.0
91669,11.0
91670,10.0
91671,10.0
91672,10.0
91673,11.0
91674,11.0
91675,10.0
91676,11.0
91677,11.0
91678,10.0
91679,10.0
91680,11.0
91681,11.0
91682,10.0
91683,10.0
91684,11.0
91685,10.0
91686,10.0
91687,10.0
91688,12.0
91689,11.0
91690,10.0
91691,10.0
91692,11.0
91693,11.0
91694,11.0
91695,10.0
91696,10.0
91697,11.0
91698,10.0
91699,11.0
91700,10.0
91701,12.0
91702,11.0
91703,11.0
91704,10.0
91705,10.0
91706,11.0
91707,11.0
91708,11.0
91709,11.0
91710,11.0
91711,12.0
91712,11.0
91713,11.0
91714,11.0
91715,11.0
91716,11.0
91717,11.0
91718,11.0
91719,11.0
91720,11.0
91721,11.0
91722,11.0
91723,11.0
91724,10.0
91725,11.0
91726,10.0
91727,10.0
91728,11.0
91729,11.0
91730,11.0
91731,12.0
91732,10.0
91733,11.0
91734,11.0
91735,10.0
91736,10.0
91737,10.0
91738,10.0
91739,11.0
91740,11.0
91741,11.0
91742,11.0
91743,10.0
91744,11.0
91745,10.0
91746,11.0
91747,10.0
91748,11.0
91749,11.0
91750,11.0
91751,10.0
91752,10.0
91753,10.0
91754,11.0
91755,10.0
91756,11.0
91757,11.0
91758,11.0
91759,11.0
91760,11.0
91761,10.0
91762,11.0
91763,10.0
91764,11.0
91765,11.0
91766,10.0
91767,10.0
91768,11.0
91769,11.0
91770,10.0
91771,11.0
91772,11.0
91773,11.0
91774,11.0
91775,10.0
91776,11.0
91777,10.0
91778,11.0
91779,11.0
91780,10.0
91781,11.0
91782,11.0
91783,11.0
91784,10.0
91785,11.0
91786,11.0
91787,11.0
91788,11.0
91789,11.0
91790,11.0
91791,10.0
91792,10.0
91793,11.0
91794,11.0
91795,12.0
91796,10.0
91797,11.0
91798,10.0
91799,11.0
91800,11.0
91801,11.0
91802,11.0
91803,10.0
91804,10.0
91805,11.0
91806,10.0
91807,10.0
91808,11.0
91809,11.0
91810,11.0
91811,11.0
91812,10.0
91813,10.0
91814,10.0
91815,11.0
91816,11.0
91817,10.0
91818,10.0
91819,10.0
91820,11.0
91821,10.0
91822,10.0
91823,12.0
91824,10.0
91825,11.0
91826,10.0
91827,11.0
91828,10.0
91829,11.0
91830,10.0
91831,10.0
91832,10.0
91833,11.0
91834,10.0
91835,10.0
91836,10.0
91837,10.0
91838,10.0
91839,11.0
91840,10.0
91841,11.0
91842,10.0
91843,11.0
91844,10.0
91845,11.0
91846,11.0
91847,10.0
91848,11.0
91849,11.0
91850,11.0
91851,10.0
91852,12.0
91853,11.0
91854,10.0
91855,11.0
91856,10.0
91857,10.0
91858,11.0
91859,10.0
91860,11.0
91861,10.0
91862,11.0
91863,10.0
91864,10.0
91865,12.0
91866,10.0
91867,11.0
91868,11.0
91869,10.0
91870,11.0
91871,11.0
91872,10.0
91873,11.0
91874,11.0
91875,10.0
91876,10.0
91877,10.0
91878,11.0
91879,10.0
91880,11.0
91881,10.0
91882,12.0
91883,11.0
91884,11.0
91885,10.0
91886,10.0
91887,10.0
91888,11.0
91889,11.0
91890,11.0
91891,11.0
91892,10.0
91893,10.0
91894,10.0
91895,11.0
91896,11.0
91897,11.0
91898,11.0
91899,11.0
91900,10.0
91901,11.0
91902,10.0
91903,10.0
91904,11.0
91905,11.0
91906,12.0
91907,11.0
91908,11.0
91909,10.0
91910,12.0
91911,11.0
91912,10.0
91913,10.0
91914,10.0
91915,11.0
91916,11.0
91917,11.0
91918,10.0
91919,11.0
91920,10.0
91921,11.0
91922,11.0
91923,10.0
91924,11.0
91925,11.0
91926,11.0
91927,11.0
91928,10.0
91929,11.0
91930,11.0
91931,11.0
91932,11.0
91933,10.0
91934,10.0
91935,11.0
91936,11.0
91937,11.0
91938,11.0
91939,10.0
91940,11.0
91941,11.0
91942,11.0
91943,11.0
91944,10.0
91945,11.0
91946,11.0
91947,11.0
91948,11.0
91949,11.0
91950,11.0
91951,10.0
91952,10.0
91953,10.0
91954,11.0
91955,10.0
91956,11.0
91957,11.0
91958,11.0
91959,10.0
91960,11.0
91961,10.0
91962,11.0
91963,11.0
91964,11.0
91965,11.0
91966,11.0
91967,10.0
91968,11.0
91969,10.0
91970,10.0
91971,11.0
91972,11.0
91973,11.0
91974,11.0
91975,10.0
91976,10.0
91977,11.0
91978,11.0
91979,10.0
91980,10.0
91981,10.0
91982,11.0
91983,10.0
91984,10.0
91985,10.0
91986,11.0
91987,10.0
91988,10.0
91989,10.0
91990,11.0
91991,10.0
91992,11.0
91993,12.0
91994,10.0
91995,11.0
91996,11.0
91997,11.0
91998,10.0
91999,11.0
92000,10.0
92001,11.0
92002,11.0
92003,11.0
92004,11.0
92005,10.0
92006,11.0
92007,11.0
92008,11.0
92009,11.0
92010,10.0
92011,10.0
92012,11.0
92013,10.0
92014,11.0
92015,10.0
92016,11.0
92017,10.0
92018,12.0
92019,11.0
92020,11.0
92021,10.0
92022,11.0
92023,11.0
92024,11.0
92025,12.0
92026,11.0
92027,10.0
92028,10.0
92029,11.0
92030,11.0
92031,10.0
92032,10.0
92033,11.0
92034,10.0
92035,10.0
92036,11.0
92037,10.0
92038,10.0
92039,11.0
92040,10.0
92041,10.0
92042,11.0
92043,11.0
92044,10.0
92045,10.0
92046,12.0
92047,11.0
92048,10.0
92049,10.0
92050,11.0
92051,10.0
92052,11.0
92053,11.0
92054,10.0
92055,10.0
92056,11.0
92057,11.0
92058,12.0
92059,10.0
92060,11.0
92061,11.0
92062,10.0
92063,10.0
92064,11.0
92065,11.0
92066,10.0
92067,10.0
92068,11.0
92069,11.0
92070,11.0
92071,11.0
92072,10.0
92073,10.0
92074,11.0
92075,11.0
92076,11.0
92077,10.0
92078,11.0
92079,10.0
92080,10.0
92081,10.0
92082,11.0
92083,11.0
92084,11.0
92085,10.0
92086,11.0
92087,10.0
92088,10.0
92089,11.0
92090,12.0
92091,10.0
92092,10.0
92093,10.0
92094,10.0
92095,10.0
92096,11.0
92097,11.0
92098,10.0
92099,11.0
92100,11.0
92101,10.0
92102,11.0
92103,10.0
92104,11.0
92105,10.0
92106,11.0
92107,10.0
92108,11.0
92109,11.0
92110,10.0
92111,11.0
92112,10.0
92113,10.0
92114,11.0
92115,11.0
92116,11.0
92117,11.0
92118,11.0
92119,10.0
92120,10.0
92121,11.0
92122,11.0
92123,11.0
92124,11.0
92125,11.0
92126,10.0
92127,10.0
92128,10.0
92129,10.0
92130,10.0
92131,10.0
92132,11.0
92133,10.0
92134,11.0
92135,10.0
92136,10.0
92137,10.0
92138,10.0
92139,11.0
92140,10.0
92141,10.0
92142,11.0
92143,10.0
92144,10.0
92145,11.0
92146,10.0
92147,10.0
92148,11.0
92149,11.0
92150,11.0
92151,10.0
92152,12.0
92153,10.0
92154,11.0
92155,12.0
92156,10.0
92157,10.0
92158,10.0
92159,11.0
92160,10.0
92161,12.0
92162,10.0
92163,11.0
92164,11.0
92165,11.0
92166,11.0
92167,12.0
92168,10.0
92169,11.0
92170,10.0
92171,11.0
92172,10.0
92173,11.0
92174,11.0
92175,10.0
92176,10.0
92177,11.0
92178,11.0
92179,10.0
92180,10.0
92181,11.0
92182,10.0
92183,10.0
92184,11.0
92185,11.0
92186,12.0
92187,11.0
92188,10.0
92189,10.0
92190,11.0
92191,10.0
92192,11.0
92193,10.0
92194,10.0
92195,10.0
92196,11.0
92197,10.0
92198,11.0
92199,10.0
92200,11.0
92201,11.0
92202,10.0
92203,10.0
92204,11.0
92205,10.0
92206,11.0
92207,11.0
92208,10.0
92209,11.0
92210,10.0
92211,10.0
92212,11.0
92213,11.0
92214,10.0
92215,11.0
92216,11.0
92217,10.0
92218,10.0
92219,10.0
92220,11.0
92221,11.0
92222,11.0
92223,10.0
92224,11.0
92225,10.0
92226,10.0
92227,11.0
92228,11.0
92229,10.0
92230,11.0
92231,11.0
92232,12.0
92233,12.0
92234,10.0
92235,11.0
92236,11.0
92237,11.0
92238,10.0
92239,10.0
92240,11.0
92241,10.0
92242,11.0
92243,10.0
92244,11.0
92245,10.0
92246,11.0
92247,11.0
92248,11.0
92249,10.0
92250,10.0
92251,11.0
92252,11.0
92253,10.0
92254,10.0
92255,10.0
92256,10.0
92257,11.0
92258,11.0
92259,10.0
92260,11.0
92261,10.0
92262,11.0
92263,12.0
92264,10.0
92265,10.0
92266,11.0
92267,10.0
92268,11.0
92269,11.0
92270,10.0
92271,10.0
92272,11.0
92273,11.0
92274,11.0
92275,12.0
92276,11.0
92277,11.0
92278,11.0
92279,11.0
92280,10.0
92281,12.0
92282,11.0
92283,11.0
92284,10.0
92285,10.0
92286,11.0
92287,11.0
92288,10.0
92289,10.0
92290,10.0
92291,10.0
92292,11.0
92293,10.0
92294,11.0
92295,11.0
92296,11.0
92297,10.0
92298,11.0
92299,11.0
92300,11.0
92301,10.0
92302,10.0
92303,11.0
92304,11.0
92305,11.0
92306,12.0
92307,10.0
92308,11.0
92309,11.0
92310,11.0
92311,10.0
92312,11.0
92313,10.0
92314,11.0
92315,10.0
92316,10.0
92317,10.0
92318,10.0
92319,10.0
92320,10.0
92321,10.0
92322,10.0
92323,10.0
92324,11.0
92325,11.0
92326,10.0
92327,11.0
92328,10.0
92329,10.0
92330,11.0
92331,11.0
92332,11.0
92333,11.0
92334,11.0
92335,10.0
92336,10.0
92337,10.0
92338,11.0
92339,10.0
92340,10.0
92341,10.0
92342,12.0
92343,10.0
92344,10.0
92345,10.0
92346,11.0
92347,11.0
92348,11.0
92349,10.0
92350,10.0
92351,11.0
92352,11.0
92353,10.0
92354,10.0
92355,11.0
92356,10.0
92357,11.0
92358,10.0
92359,10.0
92360,11.0
92361,11.0
92362,11.0
92363,11.0
92364,10.0
92365,11.0
92366,11.0
92367,10.0
92368,11.0
92369,10.0
92370,10.0
92371,11.0
92372,11.0
92373,11.0
92374,10.0
92375,10.0
92376,11.0
92377,11.0
92378,11.0
92379,11.0
92380,10.0
92381,10.0
92382,11.0
92383,11.0
92384,11.0
92385,10.0
92386,11.0
92387,10.0
92388,10.0
92389,10.0
92390,10.0
92391,10.0
92392,11.0
92393,10.0
92394,10.0
92395,12.0
92396,10.0
92397,12.0
92398,11.0
92399,10.0
92400,11.0
92401,10.0
92402,10.0
92403,10.0
92404,10.0
92405,11.0
92406,11.0
92407,10.0
92408,10.0
92409,11.0
92410,11.0
92411,10.0
92412,11.0
92413,11.0
92414,11.0
92415,10.0
92416,11.0
92417,11.0
92418,11.0
92419,11.0
92420,11.0
92421,10.0
92422,10.0
92423,13.0
92424,11.0
92425,10.0
92426,11.0
92427,11.0
92428,11.0
92429,11.0
92430,11.0
92431,11.0
92432,11.0
92433,10.0
92434,10.0
92435,10.0
92436,11.0
92437,10.0
92438,11.0
92439,10.0
92440,10.0
92441,11.0
92442,10.0
92443,11.0
92444,11.0
92445,10.0
92446,11.0
92447,10.0
92448,11.0
92449,11.0
92450,12.0
92451,10.0
92452,11.0
92453,10.0
92454,11.0
92455,11.0
92456,11.0
92457,11.0
92458,11.0
92459,10.0
92460,11.0
92461,11.0
92462,11.0
92463,11.0
92464,11.0
92465,11.0
92466,11.0
92467,11.0
92468,11.0
92469,11.0
92470,10.0
92471,10.0
92472,11.0
92473,10.0
92474,11.0
92475,10.0
92476,11.0
92477,10.0
92478,11.0
92479,10.0
92480,11.0
92481,10.0
92482,11.0
92483,10.0
92484,11.0
92485,11.0
92486,11.0
92487,11.0
92488,10.0
92489,10.0
92490,11.0
92491,11.0
92492,11.0
92493,10.0
92494,11.0
92495,10.0
92496,10.0
92497,11.0
92498,10.0
92499,10.0
92500,11.0
92501,10.0
92502,11.0
92503,11.0
92504,11.0
92505,11.0
92506,11.0
92507,10.0
92508,11.0
92509,10.0
92510,11.0
92511,11.0
92512,11.0
92513,11.0
92514,11.0
92515,12.0
92516,10.0
92517,10.0
92518,10.0
92519,11.0
92520,10.0
92521,11.0
92522,11.0
92523,10.0
92524,11.0
92525,10.0
92526,10.0
92527,11.0
92528,10.0
92529,11.0
92530,11.0
92531,10.0
92532,10.0
92533,10.0
92534,11.0
92535,11.0
92536,11.0
92537,11.0
92538,10.0
92539,11.0
92540,10.0
92541,11.0
92542,10.0
92543,12.0
92544,11.0
92545,11.0
92546,11.0
92547,11.0
92548,10.0
92549,11.0
92550,10.0
92551,10.0
92552,11.0
92553,11.0
92554,10.0
92555,11.0
92556,11.0
92557,11.0
92558,11.0
92559,11.0
92560,12.0
92561,11.0
92562,10.0
92563,11.0
92564,11.0
92565,10.0
92566,11.0
92567,11.0
92568,11.0
92569,10.0
92570,10.0
92571,12.0
92572,11.0
92573,11.0
92574,11.0
92575,10.0
92576,10.0
92577,11.0
92578,10.0
92579,10.0
92580,10.0
92581,10.0
92582,11.0
92583,10.0
92584,10.0
92585,11.0
92586,10.0
92587,11.0
92588,11.0
92589,11.0
92590,11.0
92591,11.0
92592,11.0
92593,11.0
92594,12.0
92595,11.0
92596,11.0
92597,11.0
92598,10.0
92599,11.0
92600,10.0
92601,11.0
92602,10.0
92603,10.0
92604,10.0
92605,10.0
92606,12.0
92607,10.0
92608,11.0
92609,10.0
92610,11.0
92611,11.0
92612,10.0
